ID,Acessibilidade_fisica,Infraestruturas_dificuldade_locomocao,Infraestrutura_auditivas_visuais,Outras_infra_auditivas_visuais,Título,Esfera,Status de Funcionamento,Tipo,Temática,Estado,Município,Site Oficial,Link no MuseusBR
80150,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Parque Estadual Ilha do Mel,PÚBLICA – Estadual/Distrital,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PR,Paranaguá,http://www.uc.pr.gov.br/modules/ucps/aviso.php?codigo_cat=7,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80150
80152,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Museu da Pmpa,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,PA,Belém (Pará),http://www.pm.pa.gov.br/?q=node/1818,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80152
80153,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Museu do Universo - Fundação Planetário da Cidade do Rio de Janeiro,PÚBLICA – Municipal,Aberto,"Jardim zoológico, botânico, herbário, oceanário ou planetário","Ciências exatas, da terra, biológicas e da saúde",RJ,Rio de Janeiro,http://planeta.rio/museu-do-universo/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80153
80156,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Museu Itinerante Memória Carris,PRIVADA – Empresa,Aberto,Clássico/Tradicional,História,RS,Porto Alegre,http://www.carris.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80156
80161,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Museu de Zoologia do Instituto Federal de Minas Gerais - Campus S. J. Evangelista,PÚBLICA – Federal,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",MG,São João Evangelista,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80161
80163,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Museu de História Natural de Alta Floresta,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",MT,Alta Floresta,http://www.samaf.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80163
80166,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Museu do Catetinho,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,DF,Brasília,http://www.sc.df.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80166
80168,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Museu Municipal de Paulínia Bortolo José Ferro,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,SP,Paulínia,http://www.paulinia.sp.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80168
80169,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Museu da Fazenda Primavera,PARTICULAR,Aberto,Clássico/Tradicional,História,BA,Ilhéus,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80169
80170,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Parque Estadual da Pedra Branca,PÚBLICA – Estadual/Distrital,Aberto,Unidade de conservação da natureza,"Ciências exatas, da terra, biológicas e da saúde",RJ,Rio de Janeiro,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80170
80172,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Museu de História e Folclore Maria Olímpia,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,SP,Olímpia,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80172
